profile,gender,list_favorites,link
AwesomeDudex3,Male,"[35828, 35079, 35240, 3588, 2001, 24765, 9756, 918]",https://myanimelist.net/profile/AwesomeDudex3
maddfish,Female,"[16005, 2167, 469, 120, 853]",https://myanimelist.net/profile/maddfish
ZtheSwickster,Male,"[121, 516, 6, 2001, 20057, 33, 1]",https://myanimelist.net/profile/ZtheSwickster
trishoverman47,Male,"[5306, 8909, 177, 3588, 8557]",https://myanimelist.net/profile/trishoverman47
MorbidSoul,X,"[199, 3588, 11757, 22043]",https://myanimelist.net/profile/MorbidSoul
orcid615,Female,"[269, 121, 2985, 2001, 1887]",https://myanimelist.net/profile/orcid615
Y0uss3f,Male,"[14719, 2001, 9919, 392, 3588]",https://myanimelist.net/profile/Y0uss3f
Zzenkrad,Male,"[209, 97, 1, 6, 400]",https://myanimelist.net/profile/Zzenkrad
Corruptbomber,Male,"[17074, 5114, 849, 5356, 9253]",https://myanimelist.net/profile/Corruptbomber
24puraland,Female,"[20507, 1535, 9919, 3588]",https://myanimelist.net/profile/24puraland
DeathUnknown,Male,"[9919, 9756, 6702, 18679, 861]",https://myanimelist.net/profile/DeathUnknown
FujoshiSnoop009,Female,"[28825, 21881, 918, 15809, 1575, 28171, 26243, 16498, 3588, 4898]",https://myanimelist.net/profile/FujoshiSnoop009
MaNaRi,Female,"[14289, 14713, 431, 1222, 2418, 5114, 31043, 20767, 23317, 10408]",https://myanimelist.net/profile/MaNaRi
coloredinsanity,Female,"[22789, 23283, 853, 2904, 1575]",https://myanimelist.net/profile/coloredinsanity
Rollie-Chan,Male,"[18397, 4898, 1735, 1482, 3092]",https://myanimelist.net/profile/Rollie-Chan
Taurus27,Female,"[121, 5114, 3588, 4181, 853]",https://myanimelist.net/profile/Taurus27
DrBeastly,Female,"[440, 1818, 1943, 5114, 182]",https://myanimelist.net/profile/DrBeastly
Cdbwater,Male,"[5114, 16498, 1735, 1889]",https://myanimelist.net/profile/Cdbwater
--Sunclaudius,Male,"[34561, 6594, 13125]",https://myanimelist.net/profile/--Sunclaudius
Anime4Me,Male,"[1604, 1735, 269, 21, 3588]",https://myanimelist.net/profile/Anime4Me
AuronPond,X,"[9969, 918, 2581, 1726, 14467]",https://myanimelist.net/profile/AuronPond
abdul23,Male,"[45, 21]",https://myanimelist.net/profile/abdul23
BurningChaos,Male,"[5114, 6702, 2001, 3588, 9253]",https://myanimelist.net/profile/BurningChaos
PoltergeistChan,Female,"[3588, 32182, 5680, 31964, 37976]",https://myanimelist.net/profile/PoltergeistChan
Zero_my_Hero,Female,"[3457, 3588, 5114, 9919, 5530]",https://myanimelist.net/profile/Zero_my_Hero
EATER101,Female,"[5114, 6702, 1535, 3588, 1735]",https://myanimelist.net/profile/EATER101
OtakuKat,Female,"[6547, 8074, 4898, 4181, 1735]",https://myanimelist.net/profile/OtakuKat
steimpunk,Male,"[3588, 9201]",https://myanimelist.net/profile/steimpunk
agiri_kun,Male,"[9253, 861, 19, 13125, 339]",https://myanimelist.net/profile/agiri_kun
Narkeo,Male,"[27787, 28677, 26243, 23847]",https://myanimelist.net/profile/Narkeo
JephCassidy,Male,"[33, 457, 4181, 2001, 1575]",https://myanimelist.net/profile/JephCassidy
thekaitiekat,Female,"[1482, 1535, 16498, 20507, 22319, 13601, 5060, 23333, 18507, 4898]",https://myanimelist.net/profile/thekaitiekat
Squirrell,Male,"[11757, 5681, 226, 3588, 889]",https://myanimelist.net/profile/Squirrell
AfroCookie,Male,"[2001, 45]",https://myanimelist.net/profile/AfroCookie
MetalHachiko,Female,"[11111, 3588, 5114, 1735, 20]",https://myanimelist.net/profile/MetalHachiko
alucardmike666,Male,"[2251, 19, 10620, 777, 9253, 239, 1519, 889, 1]",https://myanimelist.net/profile/alucardmike666
gwho,X,"[918, 5040, 1535]",https://myanimelist.net/profile/gwho
doubleO8,X,"[3588, 1735, 269, 226, 20]",https://myanimelist.net/profile/doubleO8
extremefandoms,Female,"[16498, 21]",https://myanimelist.net/profile/extremefandoms
babysaki,Female,"[24, 21]",https://myanimelist.net/profile/babysaki
rikudoukarthik,Male,"[31964, 21, 3588, 479, 45, 1535, 9253, 23273]",https://myanimelist.net/profile/rikudoukarthik
Khez,X,"[9989, 23273]",https://myanimelist.net/profile/Khez
ShitPoopDump,X,[9253],https://myanimelist.net/profile/ShitPoopDump
Yocchan30,Female,"[11703, 1535, 11771, 16498, 1604]",https://myanimelist.net/profile/Yocchan30
OrchidStarfire,Female,"[5114, 9969, 3588, 2034, 4224]",https://myanimelist.net/profile/OrchidStarfire
xMintyPie,Female,"[1535, 934, 202, 3588, 4181]",https://myanimelist.net/profile/xMintyPie
Xinsei,Male,"[16498, 21, 10620, 12815]",https://myanimelist.net/profile/Xinsei
rocker12343,Male,"[813, 90, 790]",https://myanimelist.net/profile/rocker12343
mistah-manila,Male,"[227, 4181, 2104, 2034, 877]",https://myanimelist.net/profile/mistah-manila
Fuzzywuz_zy,X,"[11061, 5114, 1535, 170, 1842, 558, 627, 790, 13125, 19]",https://myanimelist.net/profile/Fuzzywuz_zy
AnimeWarlord,Male,"[47, 3588, 1016, 28851, 481, 10620]",https://myanimelist.net/profile/AnimeWarlord
CatsRuffles,X,"[3588, 226, 934, 16498, 1535]",https://myanimelist.net/profile/CatsRuffles
vulpixes,Female,"[121, 530, 1575, 1, 10620]",https://myanimelist.net/profile/vulpixes
Qusun2,Male,"[36456, 37999, 28171, 32281, 3455, 28677, 18897, 33988]",https://myanimelist.net/profile/Qusun2
SweetPumpkin,Male,"[9756, 17074, 23289, 18679, 30831, 33003, 2251, 33502, 37450]",https://myanimelist.net/profile/SweetPumpkin
_hmmmmmmm_,X,"[237, 31240, 11061, 31043, 227, 205]",https://myanimelist.net/profile/_hmmmmmmm_
MysticusFreeze,Female,"[20507, 11757, 6702, 3588, 5060]",https://myanimelist.net/profile/MysticusFreeze
PirateKing-10,Male,"[21, 2904, 5114, 2001]",https://myanimelist.net/profile/PirateKing-10
sergiyakun,Male,[2154],https://myanimelist.net/profile/sergiyakun
SnakeQMedusa,X,"[14513, 3588, 1482, 3655, 120]",https://myanimelist.net/profile/SnakeQMedusa
Animaniac123,Male,"[19, 1535, 20, 5040]",https://myanimelist.net/profile/Animaniac123
Chai_,Male,"[2001, 2025, 5114, 777, 24, 226, 1, 32281, 11757, 5081]",https://myanimelist.net/profile/Chai_
Yukine003,Male,"[5114, 20507, 21, 31964, 20583, 21405, 30831, 32182, 1575, 250]",https://myanimelist.net/profile/Yukine003
shion16,Male,"[918, 5114, 21185, 263, 22789, 36904]",https://myanimelist.net/profile/shion16
AnDouFt,Male,"[5081, 918, 477, 4081, 11061, 9989, 5114, 19815, 4181, 2001]",https://myanimelist.net/profile/AnDouFt
Missyclaire,Female,"[1535, 3588, 31933, 918, 11061, 9863, 31174, 11843, 20583, 18115]",https://myanimelist.net/profile/Missyclaire
shiroxvi,Female,"[3588, 6707, 1535, 6746, 121]",https://myanimelist.net/profile/shiroxvi
saeid_2k,Male,"[2904, 5114, 32281, 1535, 6702, 30276, 33352, 30654, 22265, 4224]",https://myanimelist.net/profile/saeid_2k
RinSalamander,Female,"[120, 853, 226, 28851, 32281]",https://myanimelist.net/profile/RinSalamander
Kuroneko,Male,"[9253, 30654, 17074, 9756, 7311, 28851, 11061, 31240, 35557, 11741, 2001, 13601, 37510, 37991, 7791, 6746, 20583, 28735]",https://myanimelist.net/profile/Kuroneko
SirKnight007,Male,"[9253, 2251, 2001, 31933, 26055, 13601, 1]",https://myanimelist.net/profile/SirKnight007
Animenoodles9,Female,[3588],https://myanimelist.net/profile/Animenoodles9
Bvern004,Male,"[5114, 6702, 1735, 1535, 11061, 269]",https://myanimelist.net/profile/Bvern004
lolerji,Male,"[34599, 9253, 64, 6547, 10793]",https://myanimelist.net/profile/lolerji
grant_me_anime,Male,"[263, 18, 3588]",https://myanimelist.net/profile/grant_me_anime
sydrian,Female,"[1482, 5114, 9919, 9253, 269]",https://myanimelist.net/profile/sydrian
Ryuzakiknows,Male,"[6547, 857, 226, 3588]",https://myanimelist.net/profile/Ryuzakiknows
toxiictouchx,Female,"[199, 3092, 8074]",https://myanimelist.net/profile/toxiictouchx
MiaSkyler14,Female,"[9756, 721, 120, 64, 2923]",https://myanimelist.net/profile/MiaSkyler14
connielas,X,"[5114, 11061, 3588, 6746, 20507]",https://myanimelist.net/profile/connielas
Jubilee-Berry,Female,"[5060, 853, 3588, 1535]",https://myanimelist.net/profile/Jubilee-Berry
GDManga,Male,"[21, 5114, 1535, 1575, 31964]",https://myanimelist.net/profile/GDManga
Hachibe,Male,"[2581, 3588, 136, 205]",https://myanimelist.net/profile/Hachibe
Sousen,Male,"[516, 245, 918, 21, 121]",https://myanimelist.net/profile/Sousen
Akuma-Shitsuji,Male,"[1482, 5300, 4081, 5114, 3588, 32370, 58, 1]",https://myanimelist.net/profile/Akuma-Shitsuji
mattjr919,Male,"[558, 1842, 627, 6, 21]",https://myanimelist.net/profile/mattjr919
deletetetete,X,"[20, 177, 1735, 3588, 1482]",https://myanimelist.net/profile/deletetetete
kanauru,Male,"[136, 20031, 2605, 6547, 8675, 25835, 28, 33089, 10790, 19815]",https://myanimelist.net/profile/kanauru
nidaimeblue,Male,"[6, 392, 269, 20, 813]",https://myanimelist.net/profile/nidaimeblue
SolidPayne,Male,"[1, 801, 2251, 205]",https://myanimelist.net/profile/SolidPayne
moving20,Male,"[9253, 1, 457, 17265, 32182, 30276, 392, 1210, 329]",https://myanimelist.net/profile/moving20
LuckyStriker,Male,"[6547, 13663, 1, 339, 208, 3588, 32542, 11617, 6973, 4181]",https://myanimelist.net/profile/LuckyStriker
DarkClaymore,Male,"[2904, 4181, 6746, 3927, 11741]",https://myanimelist.net/profile/DarkClaymore
jaiburrell1,Male,"[16498, 21, 1735]",https://myanimelist.net/profile/jaiburrell1
HollyMeep,Female,"[28223, 3588, 6702, 249]",https://myanimelist.net/profile/HollyMeep
yellowheartren,Male,"[154, 3588, 467, 853, 3457, 33045]",https://myanimelist.net/profile/yellowheartren
Zarola,Female,"[2605, 227, 19, 2001]",https://myanimelist.net/profile/Zarola
alyhing,X,"[22319, 5530, 4898, 1482, 28223, 31580, 20583, 32182, 16498]",https://myanimelist.net/profile/alyhing
alstore,Male,"[272, 237, 227, 6166, 209]",https://myanimelist.net/profile/alstore
iky009,Male,"[1689, 523, 4081, 457, 164, 585, 23273, 431, 199, 5114]",https://myanimelist.net/profile/iky009
heartofsouls11,Female,"[121, 3588, 7768, 18507, 4898]",https://myanimelist.net/profile/heartofsouls11
ApolloFC,Male,"[223, 57, 1535]",https://myanimelist.net/profile/ApolloFC
blazineyez,Male,"[2001, 1575, 2904, 10793, 1735]",https://myanimelist.net/profile/blazineyez
Qvothe,Male,"[20583, 5114, 918, 9253, 1]",https://myanimelist.net/profile/Qvothe
urbabysoncrak,Male,"[5114, 10165, 11061]",https://myanimelist.net/profile/urbabysoncrak
TADDAIMASU,Male,"[1535, 2001, 2251, 5114, 1818]",https://myanimelist.net/profile/TADDAIMASU
Jetman2021,Male,"[21, 1, 121, 1575, 1210]",https://myanimelist.net/profile/Jetman2021
Kamagi,Female,"[790, 2025]",https://myanimelist.net/profile/Kamagi
LaevusII,Male,"[4282, 4938, 4181]",https://myanimelist.net/profile/LaevusII
Jellyfish13,X,"[1575, 790, 2025]",https://myanimelist.net/profile/Jellyfish13
Reikaku,Male,"[849, 1575, 934, 239, 72]",https://myanimelist.net/profile/Reikaku
brass2themax,Male,"[45, 9253, 2251, 210, 16498]",https://myanimelist.net/profile/brass2themax
Julius_sleezer,Male,"[790, 1454, 4981]",https://myanimelist.net/profile/Julius_sleezer
HardToName,Male,"[1575, 1604, 2001, 1482, 1559]",https://myanimelist.net/profile/HardToName
Sandileina,Non-Binary,"[918, 21, 22135, 136, 164, 9941, 13125, 7311, 11771, 19]",https://myanimelist.net/profile/Sandileina
BatOtaku13,Male,"[30, 1, 2001, 43, 5114]",https://myanimelist.net/profile/BatOtaku13
TragicRomance,Male,"[457, 13125, 3297, 23623, 34599, 1698, 387, 5984, 20031, 853]",https://myanimelist.net/profile/TragicRomance
loliconism,Male,"[35503, 34798, 12291, 31500, 23209, 23623, 17549, 27775]",https://myanimelist.net/profile/loliconism
saltedbutter,X,"[31933, 23273, 33206, 32093, 33255, 6746, 33028, 28825, 10165, 19815]",https://myanimelist.net/profile/saltedbutter
SillySunrise,Female,[17549],https://myanimelist.net/profile/SillySunrise
Shazy-Shaze,Female,"[6802, 25519, 387, 13125, 17549]",https://myanimelist.net/profile/Shazy-Shaze
Kindle,Male,"[9253, 10087, 13125, 12189, 10162, 1698, 13601, 17074, 10271]",https://myanimelist.net/profile/Kindle
tommy73,Male,"[3297, 5420, 22135, 440, 457, 25835, 1210, 2001, 759, 16664]",https://myanimelist.net/profile/tommy73
theaveragemeans,Male,"[22135, 34599, 10165]",https://myanimelist.net/profile/theaveragemeans
kuuderes_shadow,X,"[9756, 13125, 17549, 31240, 4181, 25519, 21327, 12403, 33502, 35589]",https://myanimelist.net/profile/kuuderes_shadow
BloodyKittens,Male,"[24, 479, 853, 4224, 2986]",https://myanimelist.net/profile/BloodyKittens
Multisupermono,Male,"[24, 934, 8525]",https://myanimelist.net/profile/Multisupermono
Voidgangsta,Male,"[1735, 5081, 35851, 31580, 6045, 13535, 3702, 2001, 31043, 245]",https://myanimelist.net/profile/Voidgangsta
Sorrow,Male,"[918, 19, 457, 820, 5114]",https://myanimelist.net/profile/Sorrow
Lunkanlunker,X,"[226, 457, 6347, 6880, 339]",https://myanimelist.net/profile/Lunkanlunker
AstuteOtaku,Male,"[239, 9941, 35062, 11665, 457, 33486, 30503, 1535]",https://myanimelist.net/profile/AstuteOtaku
bleached,Female,"[251, 1594, 44, 721, 24]",https://myanimelist.net/profile/bleached
my_chocol8,Female,"[1535, 120, 2025, 853, 1562]",https://myanimelist.net/profile/my_chocol8
Sabaa,Male,"[9253, 2001, 57, 7054, 4181]",https://myanimelist.net/profile/Sabaa
AnimatedGuru,Male,"[467, 33, 1559, 12531, 1575, 13601, 4181, 889, 1, 2966]",https://myanimelist.net/profile/AnimatedGuru
shinigamidono,Male,"[5941, 2904, 245, 11757, 30831]",https://myanimelist.net/profile/shinigamidono
AngelIvory,Female,"[21, 136, 235, 269]",https://myanimelist.net/profile/AngelIvory
VenxFox34,Non-Binary,"[4898, 22319, 12815, 1535]",https://myanimelist.net/profile/VenxFox34
ReimuNuggets,Male,"[10165, 14131, 14741, 9756, 33089, 31988, 21511, 32615]",https://myanimelist.net/profile/ReimuNuggets
RiaT,Male,"[457, 918, 934, 199, 1698]",https://myanimelist.net/profile/RiaT
yanoriff,X,"[918, 23289]",https://myanimelist.net/profile/yanoriff
evA1oo4,Female,"[4898, 23317, 22145, 16498, 11771, 16894, 24415, 28223]",https://myanimelist.net/profile/evA1oo4
elemenope,Female,"[2246, 28851, 21743, 15775, 15771, 32673, 32948, 12431, 20431, 21939]",https://myanimelist.net/profile/elemenope
nocturnalneko,X,"[5114, 12431]",https://myanimelist.net/profile/nocturnalneko
XfizzyX,Male,"[5114, 777, 2025, 790, 1575]",https://myanimelist.net/profile/XfizzyX
megafat,X,"[759, 43, 1462, 405, 320, 1152, 543, 1151, 650, 221]",https://myanimelist.net/profile/megafat
Ninjajake12,Male,"[24, 6702, 6547, 1210, 918]",https://myanimelist.net/profile/Ninjajake12
SSJGarfield,Male,"[1887, 154, 20, 481, 813]",https://myanimelist.net/profile/SSJGarfield
Dalhaan,Non-Binary,"[19363, 16918, 12815]",https://myanimelist.net/profile/Dalhaan
Harmoniche,Female,"[22535, 10161, 1642, 1562, 10798, 74]",https://myanimelist.net/profile/Harmoniche
FullMetalMidget,Male,"[5114, 11061, 9253, 4181, 1735, 918]",https://myanimelist.net/profile/FullMetalMidget
Crave4cake,Male,"[1, 849, 1575, 9253, 10165, 22135, 3297, 17074, 164]",https://myanimelist.net/profile/Crave4cake
A2IsAGoddess,Male,"[28851, 32281, 9756, 21995, 33028, 4181, 23847, 7311, 17074, 14741]",https://myanimelist.net/profile/A2IsAGoddess
CommunistCarrot,Male,[4181],https://myanimelist.net/profile/CommunistCarrot
jowb63,Male,"[9756, 18679, 1575, 19815, 22319]",https://myanimelist.net/profile/jowb63
markichu,Male,"[6702, 7791, 4181, 6547, 7311]",https://myanimelist.net/profile/markichu
Tirak117,Male,"[2966, 2167, 7311, 3667, 3572]",https://myanimelist.net/profile/Tirak117
Xynatox,Female,"[849, 14719, 30, 2025, 3588, 13125, 2251, 9253, 10087, 1575]",https://myanimelist.net/profile/Xynatox
awesome-49,Male,"[2904, 1575, 8086, 4181, 21]",https://myanimelist.net/profile/awesome-49
KaitoKuso,Male,"[5114, 2904, 31043, 1281]",https://myanimelist.net/profile/KaitoKuso
AnimeMarathon,Female,"[164, 13125, 202, 22535, 1575, 13601, 9756, 853, 1535, 19, 339, 457, 934, 790, 10620, 9253, 18679, 10490, 35241, 35062]",https://myanimelist.net/profile/AnimeMarathon
Lance310,Male,"[38000, 38329, 5114, 9989, 38680, 37450, 37105, 2904, 34451, 23273]",https://myanimelist.net/profile/Lance310
gingerbao,X,"[136, 9253]",https://myanimelist.net/profile/gingerbao
ereptor,Male,"[2966, 9253, 1535]",https://myanimelist.net/profile/ereptor
warsaw504,Male,"[1735, 16498, 1575, 6702, 8074, 30276]",https://myanimelist.net/profile/warsaw504
deoxys101,Male,"[763, 5114, 185, 14719]",https://myanimelist.net/profile/deoxys101
wolfershd,Male,"[22319, 23273, 11741, 3784, 9253]",https://myanimelist.net/profile/wolfershd
MeelaJam,Female,"[5114, 853, 2904, 1735]",https://myanimelist.net/profile/MeelaJam
Snakeskins,Male,"[11757, 1535, 4181, 11617, 16498]",https://myanimelist.net/profile/Snakeskins
_weyhxx,Male,"[38524, 25777, 32281, 37999, 9253, 33352, 28701, 11741]",https://myanimelist.net/profile/_weyhxx
AliceLor,Female,"[11061, 20583, 934, 6547, 120, 12189, 2034, 38000]",https://myanimelist.net/profile/AliceLor
ScorpioMilo_,Male,"[38000, 37779, 34662, 32281, 22319, 23273, 16498, 11757, 1735, 1535]",https://myanimelist.net/profile/ScorpioMilo_
Rexosorous,X,"[32281, 14719, 6, 30276, 22535, 23273, 28223, 227, 7311, 9253]",https://myanimelist.net/profile/Rexosorous
have_a_starfish,Male,"[28851, 31646, 4224, 33352, 4181]",https://myanimelist.net/profile/have_a_starfish
LulzTV,Male,"[1535, 34577, 23755, 31722, 30276, 34134, 32182, 37510, 38000, 20899]",https://myanimelist.net/profile/LulzTV
Ant161718,Female,"[12531, 10800, 16498, 37520, 11061, 16894, 21, 20583, 3092]",https://myanimelist.net/profile/Ant161718
Mar-Sn,Male,"[5081, 20507, 5114, 1575, 10165, 31240, 28977]",https://myanimelist.net/profile/Mar-Sn
ELIGOS0,Male,"[2966, 11741, 10087, 28735, 11061]",https://myanimelist.net/profile/ELIGOS0
HammerMeister99,Male,"[121, 15809, 11759, 11061, 5114, 4224, 3588, 813, 269, 31964]",https://myanimelist.net/profile/HammerMeister99
Pariston01ging,Male,"[2547, 2048, 1210, 877, 33, 11061]",https://myanimelist.net/profile/Pariston01ging
Lan47onymous892,X,"[34599, 11061, 5114, 8425, 1889, 9756, 1575, 1535, 2001, 9253]",https://myanimelist.net/profile/Lan47onymous892
XXXNostalgia,Male,"[17074, 13125, 11741, 9253, 13601]",https://myanimelist.net/profile/XXXNostalgia
Lebleu,Male,"[2001, 22535, 205, 237, 2966]",https://myanimelist.net/profile/Lebleu
Prottoy,Male,"[12189, 5081, 6746, 10165, 31646, 9996, 17909, 8726, 1524, 3958]",https://myanimelist.net/profile/Prottoy
ArnoldK,Male,"[1453, 5114, 949, 21, 66]",https://myanimelist.net/profile/ArnoldK
DiscoMilf,X,"[1210, 11061, 1, 22135, 7785, 31933, 22789, 467, 18679, 8795, 32, 5, 227, 16201, 10721, 21939, 6774, 5081, 205, 164]",https://myanimelist.net/profile/DiscoMilf
afkeroge,Male,"[4181, 9756, 1575, 6114, 1530]",https://myanimelist.net/profile/afkeroge
SolidH2O,Male,"[5114, 34599, 918, 30831, 849, 31859, 32281, 38000]",https://myanimelist.net/profile/SolidH2O
chuckpugs,Male,"[820, 5114, 28735, 338, 11061, 283, 457, 263, 339, 4181]",https://myanimelist.net/profile/chuckpugs
mkzxwing,Male,"[2001, 1559, 777, 270, 6, 4081]",https://myanimelist.net/profile/mkzxwing
CCWolf,X,"[20583, 6746, 9253]",https://myanimelist.net/profile/CCWolf
Naegi-Kun,Male,"[14227, 36653, 37497, 35839, 28725, 36220, 34599, 21647, 28851, 11887, 18153, 32281, 16592, 12189]",https://myanimelist.net/profile/Naegi-Kun
claricemstarling,X,"[16498, 30, 34494, 25777, 32995, 28851]",https://myanimelist.net/profile/claricemstarling
krowzHS,Male,"[31646, 263, 37510, 28223, 19815, 13601, 4224, 8795, 22789, 36296]",https://myanimelist.net/profile/krowzHS
_Umbrella_,X,[34599],https://myanimelist.net/profile/_Umbrella_
LossomoFilms,X,"[572, 2025]",https://myanimelist.net/profile/LossomoFilms
Endophos,Male,"[3297, 35180, 5941, 1065, 16, 1698, 232, 338, 2559, 25835]",https://myanimelist.net/profile/Endophos
XIIIRed,Male,"[32, 7791, 66, 1690, 2158, 820, 339, 13125, 28851, 32281]",https://myanimelist.net/profile/XIIIRed
Nyanzinho,Male,"[1, 19, 877, 23273, 387, 790, 22135, 35839]",https://myanimelist.net/profile/Nyanzinho
Kobaine1,Male,[437],https://myanimelist.net/profile/Kobaine1
kuity,Male,"[467, 457, 918]",https://myanimelist.net/profile/kuity
Spunkie,Male,"[2246, 1205, 323, 801, 875]",https://myanimelist.net/profile/Spunkie
